,Drenaje,variedad,tratSemilla,tipLab,ano,deshierbe,escarda,rastraprebarbecho,subsoleocinceleopiqueoescarificado,barbecho,rastreo,nivelacion,trazosurci,reformacioncamassurcos,monocultivo,preparacionsueloherbicida,fertilizacionquimicasuelo,fertilizacionquimicafoliar,usobiofertilizantes,usomejoradores,controlquimicomalezasdespuessiembra,insecticida,fungicida,CE,n,p,k,Arcillapr,Limoprc,Arenaprc,PH,MO,CIC,SBprc,TXAvg,TMAvg,TAvg,DRAvg,RSAvg,RSAccu,TX34Freq,PAccu,P10Freq,TM8Freq,RHAvg,RHsd,rendimiento
55786_1,D2,DEKALB935,S0,AgrCons,2015,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,2,3,0,1,188,69,60,40,21,38,7.565022321,0.995455014,32.0184478,87.46197115,30.26604921,19.94642366,25.10623644,10.31962555,414.3769463,63399.67279,0.045751634,395.73,0.098039216,0,78.9265841,5.297739824,5.2
55808_1,D2,DEKALB935,S0,AgrCons,2015,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,2,3,0,1,188,69,60,44,20,36,7.278255713,1.019558155,32.35618467,91.24216594,30.24321055,19.95339876,25.09830465,10.28981179,413.5411589,59963.46803,0.04137931,384.73,0.103448276,0,79.05060253,5.36800685,7.5
55814_1,D2,DEKALB935,S0,AgrCons,2015,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,2,3,0,1,188,69,60,44,20,36,7.278255713,1.019558155,32.35618467,91.24216594,30.24764061,19.96262206,25.10513133,10.28501856,413.9479105,60436.39494,0.04109589,384.73,0.102739726,0,79.03354361,5.353434128,6
52016_1,D4,DEKALB7500,S0,AgrCons,2015,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,3,1,0,1,156,46,30,30,23,46,6.362903453,1.060127903,21.11588415,74.6068042,30.08557983,19.28309242,24.68433613,10.80248741,404.5622666,73630.33252,0.038461538,386.73,0.082417582,0,78.60207345,5.30485051,4.85
52019_1,D4,DEKALB7500,S0,AgrCons,2015,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,1,0,1,156,46,30,30,23,46,6.362903453,1.060127903,21.11588415,74.6068042,30.0389007,19.30162807,24.67026438,10.73727263,403.3770807,75028.137,0.037634409,395.73,0.080645161,0,78.62305036,5.257317939,5.45
55903_1,D3,DEKALB7500,S0,AgrCons,2015,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,1,0,1,156,46,30,5,12,62,5.961770833,0.266354167,4.31,75.955,30.0369914,19.3565662,24.6967788,10.6804252,401.7432219,68698.09094,0.035087719,384.73,0.087719298,0,78.86261618,5.283063242,2.75
47221_1,D4,OTRAS,S1,AgrCons,2014,4,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,1,115,0,60,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.68962236,18.8662963,23.27795933,8.823326065,312.6930725,63789.3868,0,2508.4,0.274509804,0,87.74743098,8.104187367,3.1
47221_2,D4,OTRAS,S1,AgrCons,2014,4,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,1,115,0,60,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.73532793,18.84335648,23.28934221,8.891971444,309.4146708,59407.6168,0,2456.4,0.286458333,0,88.531385,6.780520442,3.1
53517_1,D4,OTRAS,S1,LabCeroMin,2015,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,1,0,1,102.5,0,0,26,26,48,6.630189429,1.175022481,18.15067472,83.421327,31.13412297,19.71526526,25.42469412,11.41885771,437.5048286,59938.16152,0.02189781,493.89,0.124087591,0,81.28514267,4.728001428,2.8
53522_1,D4,OTRAS,S0,LabCeroMin,2015,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,1,0,1,92.25,0,0,26,26,48,6.630189429,1.175022481,18.15067472,83.421327,30.92357048,19.50510149,25.21433599,11.41846899,428.243521,68947.20688,0.01863354,597.29,0.136645963,0,81.07872389,4.575373167,1.4
52009_1,D4,OTRAS,S0,AgrCons,2015,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,3,1,0,1,156,46,30,30,23,46,6.362903453,1.060127903,21.11588415,74.6068042,30.20150632,19.73793141,24.96971886,10.4635749,408.8962134,66650.08279,0.042944785,395.73,0.09202454,0,78.92121084,5.263553976,4
52011_1,D4,OTRAS,S0,AgrCons,2015,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,1,0,1,133,46,30,30,23,46,6.362903453,1.060127903,21.11588415,74.6068042,30.21342107,19.47481819,24.84411963,10.73860288,406.7286873,71990.97765,0.039548023,395.73,0.084745763,0,78.69410942,5.215375441,4.35
52014_1,D4,OTRAS,S0,AgrCons,2015,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,3,1,0,1,156,46,30,30,23,46,6.362903453,1.060127903,21.11588415,74.6068042,30.10649464,19.37968409,24.74308936,10.72681055,404.934159,73293.08279,0.038674033,395.73,0.082872928,0,78.73202965,5.200934247,4.65
74704_1,D4,OTRAS,S1,AgrCons,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,25.47712418,15.06405229,20.27058824,10.4130719,484.4247712,74116.99,0,617.9,0.104575163,0,82.70281046,5.407409568,1.8
14437_1,D4,OTRAS,S0,LabCeroMin,2012,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,1,138,0,0,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,27.97257647,18.07498114,23.02377881,9.897595325,269.6726686,52586.17038,0,1593,0.261538462,0.005128205,82.44465036,4.551507633,4
13125_1,D4,OTRAS,S0,AgrCons,2012,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,2,1,0,1,133,0,0,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,28.30670712,18.90226284,23.60448498,9.404444284,280.3343689,39807.48038,0,1298.6,0.316901408,0,82.75723113,3.890329143,5.1
22992_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,2,0,1,46,0,0,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,28.0136083,18.6552768,23.33444255,9.358331505,416.7121963,75008.19533,0,938.6,0.138888889,0,81.38667795,4.967833463,1.5
23181_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,2,0,1,20.5,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,28.10391061,18.78547486,23.44469274,9.318435754,417.0182123,74646.26,0,936.2,0.139664804,0,81.44067039,4.703831644,1.6
23185_1,D4,OTRAS,S0,LabConvTra,2013,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,0,1,23,0,0,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,27.98288741,18.07782081,23.03035411,9.905066603,408.3132139,91870.47312,0.008888889,988.8,0.111111111,0.004444444,80.41907699,5.410274324,1.4
23195_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,20.5,0,0,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,28.03499671,18.73917723,23.38708697,9.295819486,413.6874261,74050.04928,0,938.8,0.139664804,0,81.54729751,4.689650115,1.8
23252_1,D3,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,12.3,0,0,46,26,27,6.04500214,1.749538283,21.5320866,75.53080571,27.18462124,18.03316517,22.6088932,9.151456067,302.3902696,57151.76095,0.005291005,2003.2,0.28042328,0,82.81939276,4.664839443,1.7
23253_1,D3,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,1,0,1,26.65,0,0,46,26,27,6.04500214,1.749538283,21.5320866,75.53080571,27.33318291,18.19879989,22.7659914,9.13438302,303.5895265,55556.88335,0.005464481,2002.8,0.289617486,0,82.83057791,4.705957123,2
23488_1,D3,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,15.375,0,0,46,26,27,6.04500214,1.749538283,21.5320866,75.53080571,27.38220573,18.24053679,22.81137126,9.141668944,307.0785741,57423.69335,0.005347594,2002.8,0.28342246,0,82.77938908,4.682192455,1.7
23489_1,D3,OTRAS,S0,AgrCons,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,15.375,0,0,46,26,27,6.04500214,1.749538283,21.5320866,75.53080571,27.38220573,18.24053679,22.81137126,9.141668944,307.0785741,57423.69335,0.005347594,2002.8,0.28342246,0,82.77938908,4.682192455,1.4
23491_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,0,1,20.5,0,0,22,22,56,8.009488409,1.167548805,22.4036886,94.37760732,27.49840518,18.67449476,23.08644997,8.82391042,309.3736211,56615.37265,0.005464481,2210.6,0.327868852,0,83.2820504,4.197849988,1.8
23492_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,2,0,1,20.5,0,0,22,22,56,8.009488409,1.167548805,22.4036886,94.37760732,27.47636744,18.65852853,23.06744799,8.817838909,309.3452167,57228.8651,0.005405405,2210.6,0.324324324,0,83.2691244,4.182041997,1.7
23504_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,2,0,1,34.5,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.27467221,18.39695459,22.8358134,8.87771762,305.3854905,54969.3883,0.005555556,2002.8,0.294444444,0,83.09480508,4.337739091,2
23514_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,2,0,1,34.5,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.192941,18.02297996,22.60796048,9.169961046,298.6222657,52856.14103,0.005649718,1962,0.293785311,0,82.83546211,4.759490481,1.9
23517_1,D3,OTRAS,S0,AgrCons,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,12.3,0,0,46,26,27,6.04500214,1.749538283,21.5320866,75.53080571,26.95772747,17.86737659,22.41255203,9.090350877,294.5220256,53013.96461,0.005555556,1951.2,0.288888889,0,82.9199266,4.798639411,1.5
23538_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,2,0,1,41,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.18318326,18.41812921,22.80065624,8.765054045,299.5276961,51219.23603,0.005847953,2002.8,0.30994152,0,83.3413044,4.251094849,1.6
23559_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,2,0,1,36.8,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,26.72085216,17.40250423,22.06167819,9.318347936,293.4739717,59868.69024,0.004901961,1977.4,0.254901961,0.004901961,82.76778886,4.841797513,1.8
23708_1,D3,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,1,0,1,26.65,0,0,46,26,27,6.04500214,1.749538283,21.5320866,75.53080571,27.35571091,18.19065688,22.77318389,9.165054032,306.8155144,57988.13222,0.005291005,2003,0.28042328,0,82.76376261,4.662209686,1.6
23713_1,D3,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,1,0,1,20.5,0,0,46,26,27,6.04500214,1.749538283,21.5320866,75.53080571,27.21579531,18.0408046,22.62829995,9.174990706,300.5580034,55002.11461,0.005464481,2003.2,0.289617486,0,82.86490627,4.688487894,2
26860_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,1,69,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.38463803,18.17760677,22.7811224,9.207031257,308.5970406,62028.00515,0.004975124,2211,0.298507463,0,82.8386038,4.584785267,1.6
26861_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,2,0,0,1,115,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.17834152,18.00679455,22.59256803,9.171546975,306.837271,63515.3151,0.004830918,2211,0.289855072,0.004830918,82.88718302,4.576733963,2
26964_1,D4,OTRAS,S0,LabConvTra,2013,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,1,23,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.89987531,18.49684765,23.19836148,9.403027664,416.5412052,74560.87572,0,811.2,0.117318436,0,81.00627553,5.439064962,1.5
26965_1,D4,OTRAS,S0,LabConvTra,2013,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,1,23,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.89987531,18.49684765,23.19836148,9.403027664,416.5412052,74560.87572,0,811.2,0.117318436,0,81.00627553,5.439064962,1.5
27015_1,D2,OTRAS,S0,LabConvTra,2013,0,0,0,0,2,2,0,0,0,1,0,2,0,0,0,2,0,0,1,92,0,0,43,24,33,7.311428572,2.131428572,38.135,84.09214286,26.94400368,17.82966387,22.38683377,9.114339809,298.1021434,56341.3051,0.005291005,1999,0.28042328,0.005291005,82.95204701,4.697453837,1.8
27529_1,D3,OTRAS,S0,LabCeroMin,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,46,0,0,46,26,27,6.04500214,1.749538283,21.5320866,75.53080571,27.51017735,18.31260703,22.91139219,9.197570318,309.1362707,62754.66295,0.004926108,2277.6,0.300492611,0,82.76133411,4.627885954,1.4
27530_1,D3,OTRAS,S0,LabCeroMin,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,92,0,0,46,26,27,6.04500214,1.749538283,21.5320866,75.53080571,27.51017735,18.31260703,22.91139219,9.197570318,309.1362707,62754.66295,0.004926108,2277.6,0.300492611,0,82.76133411,4.627885954,1.7
31382_1,D4,OTRAS,S1,LabCeroMin,2013,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0.1147,0.08,0.06,20,23,56,6.73100675,1.28758219,18.89525206,81.98716935,27.6936143,18.80076182,23.24718806,8.892852482,311.747251,56114.50518,0.005555556,2219.8,0.333333333,0,83.12171955,4.181958716,0.65
31383_1,D4,OTRAS,S1,LabCeroMin,2013,2,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,1,31.6147,8.58,8.56,20,23,56,6.73100675,1.28758219,18.89525206,81.98716935,27.64054699,18.79950961,23.2200283,8.841037382,310.0346497,56426.30625,0.005494505,2277.2,0.335164835,0,83.18865615,4.207525775,1.6
31448_1,D3,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,55.2,0,0,46,26,27,6.04500214,1.749538283,21.5320866,75.53080571,27.14150129,18.19521967,22.66836048,8.946281616,295.8662709,49113.80096,0.006024096,1947,0.313253012,0,83.07090893,4.58043993,1.5
31449_1,D3,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,55.2,0,0,46,26,27,6.04500214,1.749538283,21.5320866,75.53080571,27.21612262,18.21622234,22.71617248,8.999900279,299.4271732,51800.90096,0.005780347,1993,0.306358382,0,83.08434036,4.500126227,1.9
31456_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,32.2,0,0,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,28.44767442,19.22093023,23.83430233,9.226744186,425.7865698,73235.29,0,969.2,0.145348837,0,81.49755814,4.648588275,1.7
31457_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,1,32.2,0,0,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,28.44767442,19.22093023,23.83430233,9.226744186,425.7865698,73235.29,0,969.2,0.145348837,0,81.49755814,4.648588275,1.6
31533_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,1,15.375,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,28.12513966,18.80949721,23.46731844,9.315642458,417.8274302,74791.11,0,936.2,0.139664804,0,81.41653631,4.731398855,1.7
31535_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,1,46,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,28.0136083,18.6552768,23.33444255,9.358331505,416.7121963,75008.19533,0,938.6,0.138888889,0,81.38667795,4.967833463,1.5
31546_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,1,23,0,0,37,22,40,6.121305966,1.496776772,21.09959703,64.86132468,27.96301476,18.60206996,23.28254236,9.360944798,415.4397948,70209.32533,0,803.2,0.124260355,0,81.36155048,5.085531419,1.5
31547_1,D3,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,24.6,0,0,46,26,27,6.04500214,1.749538283,21.5320866,75.53080571,27.25891793,18.10728625,22.68310209,9.151631681,305.7485164,58703.71515,0.005208333,2003.2,0.276041667,0,82.7824446,4.651293384,1.8
31891_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,46,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.3075889,18.12199571,22.7147923,9.185593192,301.3429609,54241.73295,0.005555556,2002.8,0.294444444,0,82.88150458,4.723582873,1.4
31892_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,46,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.3075889,18.12199571,22.7147923,9.185593192,301.3429609,54241.73295,0.005555556,2002.8,0.294444444,0,82.88150458,4.723582873,1.5
31908_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,15.375,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.08051041,18.39187871,22.73619456,8.6886317,293.9796078,45566.8392,0.006451613,1903.2,0.322580645,0,83.24547746,4.397566656,1.6
31912_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,23,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.14408862,17.93708372,22.54058617,9.207004902,292.0843225,46149.32295,0.006329114,1888.8,0.316455696,0,82.72051155,4.950030446,1.7
31919_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,34.5,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.26745293,18.35925106,22.81335199,8.908201871,304.6195768,54831.52382,0.005555556,2002.8,0.294444444,0,83.07196751,4.356644855,1.4
31920_1,D4,OTRAS,S0,LabConvTra,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,20.5,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.27428222,18.55898693,22.91663457,8.715295283,300.4885006,51083.0451,0.005882353,2002.8,0.311764706,0,83.34222361,4.257678916,1.5
32828_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,20.5,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.92019076,18.5741027,23.24714673,9.346088059,417.7814554,76871.7878,0,938.6,0.135869565,0,81.13906627,5.313654356,1.2
32829_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,20.5,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.97349086,18.45352021,23.21350554,9.519970649,417.075741,79244.3908,0,938.6,0.131578947,0,80.96741577,5.359218166,1.3
32838_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,20.5,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.07100036,17.9272197,22.49911003,9.143780668,298.8348047,55284.43888,0.005405405,1993.8,0.286486486,0,82.92134887,4.733996168,1.2
32839_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,20.5,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.07100036,17.9272197,22.49911003,9.143780668,298.8348047,55284.43888,0.005405405,1993.8,0.286486486,0,82.92134887,4.733996168,1.7
32850_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,20.5,0,0,21,20,58,6.790212215,2.145932679,20.05220752,83.07396973,27.95249067,18.41649914,23.1844949,9.535991523,416.8887677,77541.3108,0,865.6,0.123655914,0,80.91015589,5.386436821,1.3
32857_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,20.5,0,0,12,21,67,7.175996944,0.602641155,11.74781449,86.45483787,27.88387378,18.51785305,23.20086341,9.366020732,415.8618513,73607.54768,0,810,0.118644068,0,81.07322007,5.395752962,1.1
32876_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,20.5,0,0,12,21,67,7.175996944,0.602641155,11.74781449,86.45483787,27.92540118,18.56190005,23.24365062,9.363501127,417.5742901,75163.37222,0,867.2,0.127777778,0,81.12067854,5.315479124,1.1
32880_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,20.5,0,0,12,21,67,7.175996944,0.602641155,11.74781449,86.45483787,27.99863028,18.59873747,23.29868387,9.399892815,416.6811909,73335.88959,0,841.2,0.125,0,81.26391459,5.069381746,1.6
32881_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,20.5,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.03113297,17.89632952,22.46373125,9.134803445,296.4386126,53655.38888,0.005524862,1958.4,0.287292818,0,82.90143392,4.780366835,1.2
32883_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,20.5,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.04579707,17.9029431,22.47437009,9.142853976,297.4362576,54133.39888,0.005494505,1962,0.285714286,0,82.89922824,4.767235979,1.7
32886_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,20.5,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.16904798,17.99644518,22.58274658,9.172602804,298.6783405,53164.74461,0.005617978,1962,0.292134831,0,82.83375195,4.746081393,1.6
32887_1,D4,OTRAS,S0,LabConvTra,2013,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,24.6,0,0,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,26.96440838,17.83312299,22.39876568,9.131285385,297.5184307,55338.42811,0.005376344,1993.4,0.284946237,0.005376344,82.94557145,4.73028142,1.7
27016_1,D2,OTRAS,S0,LabConvTra,2013,0,0,0,0,2,2,0,0,0,1,0,2,0,0,0,2,0,0,1,184,0,0,43,24,33,7.311428572,2.131428572,38.135,84.09214286,26.94400368,17.82966387,22.38683377,9.114339809,298.1021434,56341.3051,0.005291005,1999,0.28042328,0.005291005,82.95204701,4.697453837,3.2
90362_1,D4,OTRAS,S0,LabConvTra,2016,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,1,0,1,207.2,0.3,0.1,21,20,58,6.790212215,2.145932679,20.05220752,83.07396973,31.00119403,18.79223881,24.89671642,12.20895522,446.0651741,89659.1,0.004975124,2.8,0,0,84.79343284,4.320918265,4.6
14511_1,D4,OTRAS,S1,LabCeroMin,2012,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,2,1,0,1,110,46,0,29,22,49,7.33851772,2.958520648,27.59935301,84.78686529,27.98532171,18.06815115,23.02673643,9.917170558,270.5408783,52484.93038,0,1592.6,0.262886598,0.005154639,82.40848877,4.535112408,5.5
15080_1,D4,OTRAS,S0,LabConvTra,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,21,25,53,6.801249843,0.971386385,19.30618019,85.36964401,30.57231638,17.23502825,23.90367232,13.33728814,356.3200467,63068.64827,0.033898305,349.2,0.056497175,0,78.32152542,6.808720214,2.8
80260_1,D2,OTRAS,S0,LabConvTra,2016,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,1,0,1,101.99,23.12,0.4,51,16,33,7.197488844,1.532711559,34.55572422,96.0652222,30.1384252,20.30692913,25.22267717,9.831496063,414.6620472,52662.08,0.015748031,228.67,0.062992126,0,80.68110236,4.234107958,3.5
80261_1,D2,OTRAS,S0,LabConvTra,2016,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,1,101.92,23,0,51,16,33,7.197488844,1.532711559,34.55572422,96.0652222,30.1384252,20.30692913,25.22267717,9.831496063,414.6620472,52662.08,0.015748031,228.67,0.062992126,0,80.68110236,4.234107958,4.8
60724_1,D4,OTRAS,S0,AgrCons,2015,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,2,1,0,1,188,69,60,30,23,46,6.362903453,1.060127903,21.11588415,74.6068042,29.87708173,19.08638326,24.4817325,10.79069847,399.0810871,75825.40656,0.031578947,385.73,0.078947368,0,78.41782825,5.366061528,4
61850_1,D4,OTRAS,S0,AgrCons,2015,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,1,0,1,188,69,60,30,23,46,6.362903453,1.060127903,21.11588415,74.6068042,29.85154728,19.05975299,24.45565013,10.79179429,397.8403485,75987.50656,0.031413613,385.73,0.078534031,0,78.42653072,5.353272897,3
61853_1,D4,OTRAS,S0,AgrCons,2015,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,1,0,1,188,69,60,30,23,46,6.362903453,1.060127903,21.11588415,74.6068042,29.75966422,18.82032719,24.2899957,10.93933703,396.4090075,76110.52944,0.03125,384.73,0.078125,0.010416667,78.21019462,5.587031809,3.5
14346_1,D4,OTRAS,S1,LabCeroMin,2012,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,207,0,0,32,25,45,8.026289881,3.262639881,32.51181845,91.96425298,31.12991583,17.56392445,24.34692014,13.56599138,447.6723347,64912.48853,0,186.8,0.048275862,0.048275862,62.21737491,7.422048562,4.8
25266_1,D4,OTRAS,S0,LabConvTra,2012,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,2,3,0,1,217.18,46,31.8,24,29,46,7.797641916,3.444427351,25.2968481,94.67027638,27.9347759,17.65034298,22.79255944,10.28443292,275.8103499,45508.70773,0,1096.8,0.224242424,0.006060606,81.82453521,4.398800818,6.06
